"","B.lactating","B.pregnant","B.virgin","L.lactating","L.pregnant","L.virgin"
"52829",-10.6134997963578,-10.9365267227073,-10.5610827807839,-10.9568537117246,-9.89512619397929,-9.64338222978656
"17475",-8.56969628519542,-8.7009311905492,-8.97335067560507,-11.4350444060801,-11.5600956484789,-10.5654329473884
"545641",-15.011440474036,-14.6875391292359,-15.8303521326152,-19.0267376293459,-17.3522895044433,-16.0171310795375
"18028",-7.93302615824347,-7.79169115711172,-7.97419472227107,-8.33145599820282,-7.9245826601431,-7.94954364895884
"68268",-10.2554614396964,-10.3723173593396,-10.2732761012929,-9.1410874422515,-9.98777518404441,-9.93044550969647
"329872",-12.493615426122,-12.6477533958042,-13.2914577076408,-15.932567474147,-15.4532321176581,-17.5886391858443
"69863",-10.147434821405,-10.008567187748,-9.75911442125329,-12.4033067185454,-12.16130793003,-10.826123548965
"77634",-11.6413158443478,-11.6443257542216,-11.7007098436323,-12.2013701570439,-12.1232729069356,-11.9656573932969
"101739",-10.6760505291647,-10.3739768845868,-10.2895279819818,-10.8251060000489,-10.7332685677817,-10.3803291969418
"320226",-12.4404107420501,-12.4263299695338,-12.4249102453989,-12.9323201081772,-12.276500476331,-11.8977835853599
"242509",-14.1221919526337,-13.7510724809379,-13.7364144665165,-19.0267376293459,-16.7573567456076,-16.6620354642387
"338349",-10.3903612693304,-10.3184656016855,-10.3678788601728,-12.8707273155206,-13.415710309326,-11.7378964922387
"20404",-13.3282804616778,-13.1294741151908,-12.3431951954072,-16.3156121538717,-15.9056635561365,-15.5255222636745
"329876",-12.5377587896237,-13.9770418108278,-15.978525665277,-19.0267376293459,-19.0267376293459,-19.0267376293459
"77739",-10.0323237976459,-11.1526329748326,-12.1504443374035,-15.2622502354872,-14.4584065142964,-14.0047093381741
"68441",-9.6641799927705,-9.5004488428456,-9.77784291202845,-9.77180741276989,-9.89873100551991,-10.0790138656731
"230376",-11.6123982375461,-11.5065692473368,-11.1980574599312,-10.8763235670239,-11.41401138771,-11.3227083493877
"11520",-10.0510946986442,-8.90262057749402,-10.4342763983086,-6.49341698218801,-5.71590584783044,-8.27641741045157
"329877",-10.1809354487303,-10.6268606389723,-10.3362891039842,-10.0636424446024,-10.1587011297654,-10.2632061227124
"20104",-10.7792376285342,-10.552822776512,-10.4393340019815,-10.6919012798632,-10.2637443554565,-10.1120237185473
"230379",-11.9250791018753,-12.0304097614832,-11.1299529168077,-11.6740368673051,-11.6472015783031,-11.9283117854285
"70122",-9.85867889649059,-9.8355116431921,-9.9103942598461,-10.9434591959109,-10.4953752914956,-10.2828113218456
"230393",-10.9265661798725,-10.5343320123691,-10.7046486236843,-10.4359936085203,-10.6114069987966,-10.7467993613528
"66775",-13.7195884703105,-13.2860986387645,-13.1426674741166,-14.1256429816203,-13.7048203496307,-11.8851481770216
"242521",-9.65910092403383,-9.8572720958457,-9.74969538315929,-9.43285346582546,-9.15009086783204,-9.46226890409726
"230405",-19.0267376293459,-16.5594529092871,-19.0267376293459,-12.461086177562,-14.0851941757272,-14.7114579970611
"66902",-10.8065142953775,-10.6468267815346,-10.6498216105465,-10.7566707384105,-11.4299072501569,-11.2665937968165
"12578",-14.8707497380242,-14.6442888318602,-14.9683390724627,-14.428422375055,-16.3879065775226,-14.5894007517086
"12579",-13.9501091965735,-14.0029252926701,-14.1473549479386,-15.2623880356382,-14.8368030992842,-14.0674962650629
"620016",-10.2298559638189,-10.0268865343295,-10.0153737062308,-9.71400829549732,-9.64296652250402,-9.6979869719441
"69136",-14.0908909980046,-13.4541258244133,-13.0359329283867,-12.5014133974051,-12.4917418768947,-12.8726541719474
"67770",-11.6502453620386,-11.9629040280095,-12.0579162794016,-11.6699845911788,-12.0285723565272,-11.9483219554434
"18786",-10.3258598704957,-10.1972639031702,-10.2731551727875,-10.0723227442681,-9.84448555958772,-9.99696809927937
"667250",-8.825656772413,-8.6926737897847,-9.06921248408033,-9.26957017445516,-8.9701090860043,-9.11852546162871
"67694",-10.9749719019642,-11.3315050747798,-11.0399955941438,-12.5873580903436,-12.3931324544129,-11.4712277663523
"21687",-12.0840771323568,-12.3196737233116,-10.8561164421463,-13.776514171078,-13.8172427403526,-12.2749317572721
"67753",-14.6378553506178,-14.3038291707191,-15.3096681252725,-16.9444303752983,-14.3739842372768,-15.1988434215208
"100039252",-10.9479408231683,-10.8757788860763,-11.0640518841436,-10.3802079797505,-10.6252876497866,-11.0286642831218
"320713",-10.5560516193949,-10.6847848927118,-10.6582693413926,-10.7178914474794,-10.6295353738816,-9.88669624561173
"665029",-15.0121065242882,-14.8405838691275,-15.3093476276477,-14.666826425569,-14.7740986635237,-14.3540112035076
"16476",-6.63737089376842,-6.91289063902631,-6.79909727286455,-6.73503527220667,-7.09837751736036,-6.34324986818867
"75578",-11.829197721167,-12.1436617045332,-12.7040355626487,-13.1428721375517,-13.0467638985538,-12.3485658095194
"319247",-16.1507363887953,-15.2381128657379,-14.4082351176823,-14.7607410709743,-14.7740986635237,-14.8992880791388
"77963",-11.9528089504798,-11.086999654537,-10.3487276580538,-8.81463849475296,-9.37470137905287,-9.95993888884675
"13110",-11.0987306905667,-11.2919352953217,-11.0409655522499,-12.0528186783871,-11.6553153560711,-13.4272524050739
"74519",-11.4839129380678,-11.9898556942928,-11.3593273753704,-15.4400671394012,-17.3522895044433,-15.8703961493701
"620883",-9.6769752075921,-9.59822669236963,-9.53282857728246,-9.94556594088199,-9.77411261632312,-9.61709497686148
"18027",-9.64781459923171,-9.5427834264214,-9.68310160006323,-10.2916563013868,-10.3818491598592,-9.98980601257049
"94043",-12.1347524723056,-12.1979572600024,-12.5745560895993,-11.4422580843733,-11.9311340800385,-11.8902020442566
"12695",-9.03388484217994,-9.24873469959547,-9.14620001190613,-9.30233610233253,-9.44669598834213,-9.32757452728934
"242553",-8.87967171496172,-8.68453752707767,-9.32310458457098,-12.2168787582957,-10.9545341410577,-10.9749605308717
"230484",-11.1312125120039,-10.874068619873,-10.5513440414203,-9.93539672572738,-10.6976694400595,-10.4898679749756
"67299",-8.68646600301195,-8.87321072067903,-8.64847057668092,-9.75451976058375,-9.32232345040846,-9.00023339414163
"242557",-11.5752305549174,-11.9267384333511,-11.6953703977042,-10.9095897651663,-11.4739286252533,-11.7518634891532
"320438",-11.9374670493631,-11.9393036630664,-11.8912538695231,-10.9435959502876,-11.1559141880016,-11.3143677470147
"67733",-12.7650312470897,-12.6463794353249,-12.9262743928784,-13.1827046300742,-13.1055779657019,-12.6536633572519
"230500",-12.0021084806663,-12.5912302509484,-12.1128433460633,-13.4627870924131,-14.3732888248321,-12.7073914507984
"72157",-10.1513616403209,-9.97077503552361,-10.5376141930705,-9.96245229550478,-9.97379089513071,-10.450776745856
"26563",-11.2941595376218,-10.5451538566113,-10.2769651380317,-12.1785784342241,-10.6932613700199,-11.3179183616868
"320508",-10.2903377108552,-10.38566932815,-10.3743927738412,-10.8645519164925,-9.48578969792524,-10.6130447622523
"242570",-11.3728487581672,-11.3063498417027,-11.5619024676068,-12.9481857232187,-12.770685851343,-13.0143726930753
"16451",-8.33099175512151,-7.74167880123987,-7.88853665493578,-8.45764345216137,-8.31150686372552,-8.33736992497935
"77866",-13.4482682396979,-13.7156102805016,-13.6273162830497,-12.9161425946507,-12.6668147789164,-13.525554561509
"68400",-15.0118211230535,-14.785426635916,-15.9781976134407,-14.5017061966688,-14.4580558164934,-15.0671230379135
"11639",-11.5310523879237,-10.8395465076295,-10.3801379830535,-13.2035149471535,-11.9776728045967,-12.2354046789186
"72685",-14.2193786989518,-14.8962282498614,-14.6720726583297,-9.47962123479759,-11.4299952836901,-11.3850968283536
"230514",-9.21556420923583,-9.57343905807726,-9.70698132601781,-10.4115463359622,-10.2085929520013,-9.94382791385189
"16847",-14.4076067616733,-13.5353941304468,-11.9159960813791,-14.5807960997074,-13.9705380377394,-12.8969586603122
"18578",-6.28905694782063,-6.55149937364504,-6.98469519522879,-8.19490324041671,-7.4226535491559,-7.54770479364313
"73094",-14.4069675113173,-14.301829963779,-13.3594127565207,-19.0267376293459,-15.7301516414436,-15.1311834143472
"242584",-12.6589818042128,-13.0292768126191,-12.4030591442979,-13.1043072256682,-13.5626401625507,-12.5683059117161
"71148",-9.58601497483391,-9.76447873725561,-9.57851290145152,-10.0358633060712,-9.72397862258188,-9.54831985203931
"242585",-10.7370804772849,-10.5116431793294,-10.5401381916415,-12.4127457847604,-12.1956646998548,-11.5837107219308
"67013",-11.1709895638032,-11.3776198509858,-11.6832034955612,-11.0396074287316,-11.3095953433606,-11.5527704249761
"242594",-14.3278635026093,-14.7883494205522,-13.5657915461311,-11.9705789154,-11.739649571345,-11.6324679453234
"108079",-11.0744860403655,-11.455449749294,-11.9289137376925,-8.13397313169949,-9.93279543270291,-10.6682008698017
"67916",-7.09039893272554,-7.53603089279304,-8.22040839922236,-10.6363807622647,-11.2092731728939,-9.80749861364688
"329908",-8.8412359901817,-9.02647086518115,-8.8590759231413,-8.59037525784938,-9.02466190849379,-9.29800596218607
"100102",-13.8050561559536,-14.1560616539962,-14.0985722242688,-15.9325326171437,-15.9060372566891,-16.0171310795375
"74754",-9.76609344649248,-10.8043019472818,-10.5153391556241,-8.98415386916265,-10.4624561160162,-9.65832865180866
"230576",-13.9249466971623,-13.8720212104536,-13.2301813422178,-12.1492866923617,-11.2797002754844,-11.7943301210708
"230577",-14.8076155140749,-14.4782773663542,-14.6301886818801,-14.2360271955455,-14.5534012948392,-13.3330197645263
"72354",-11.0078447261024,-11.3309745128175,-11.1190570920335,-10.5837195142121,-10.7947440297574,-10.7877265017192
"381538",-14.9388598857535,-14.6422257594235,-14.5857213285714,-16.3155771584662,-16.7577350631628,-14.9523537948296
"329910",-11.9660438080601,-12.7011167726864,-14.0541295586083,-12.0794628551883,-13.3540103011356,-12.7484702389643
"72475",-8.79580525654161,-9.04073133285997,-9.26907465930275,-9.735262686324,-9.60921771101056,-9.64778888570607
"56280",-10.6894705336453,-10.5959688086215,-10.6763718548762,-9.76025971211182,-9.86589872216324,-10.3779819141823
"230582",-12.0481547613693,-12.4457581556918,-12.4449100112364,-12.471110995975,-11.8670241154076,-12.3047388132213
"66526",-11.2574429508033,-11.5965779849172,-11.6032188352179,-11.8562675849716,-12.1961218210368,-12.0025397704916
"56374",-9.08304023487381,-9.1286446303934,-9.00532465380748,-8.17669528313043,-8.30101873334131,-8.67600605096287
"77809",-10.7162927513622,-10.6859235561097,-10.6622817501978,-11.0489857001018,-10.6718527301744,-11.2124752204433
"72938",-11.7278480156333,-11.8258592287158,-12.0899084612229,-12.5872799744591,-12.038067655041,-12.1244723419242
"230584",-10.9419793839986,-11.1067876483138,-11.0248298836475,-10.5305710129758,-10.489436191404,-10.6172011304452
"72787",-11.7078732674271,-11.1508745177638,-10.9712935352307,-10.7383271808331,-11.2167396324407,-11.1719236681916
"230587",-14.2543136773195,-13.2560616605481,-13.6410619511506,-15.9326023299654,-16.1180387054184,-15.1318614420829
"16975",-11.3800072155848,-10.476657203832,-10.6224441399372,-9.48598653874383,-10.4021678579628,-11.5875605077701
"17149",-9.84158667770971,-9.65793603270558,-9.51011632445243,-10.3594139118605,-9.96446672964544,-9.87350812790212
"74098",-10.5895819544481,-10.5937100023683,-10.8431332590773,-10.94393164356,-10.8702481253186,-10.7582824405968
"12896",-12.2950239363776,-12.3268254354714,-12.7543817955601,-10.6127485736751,-11.1149988373478,-11.7443572069255
"242608",-12.1818884201122,-13.5183354342393,-13.3497635741303,-14.666826425569,-14.9045429130421,-14.6278244195233
"20280",-9.29193174871717,-9.41870931121229,-9.77549346162927,-9.13578141113265,-9.29204941780681,-9.37310675693764
"52430",-9.28209869923508,-9.38883552296748,-9.1857073940232,-9.82821354366187,-9.26613584027117,-9.30678478969665
"414872",-9.78678818919427,-9.81620835249915,-9.74942181977644,-10.0127172084105,-9.94217829363128,-10.1322800131399
"69893",-12.9672968911146,-13.0074846345167,-12.7212186771889,-11.8833664867971,-11.6310858753983,-12.2806205148866
"67305",-11.3348431483919,-11.4033703878733,-11.4785611433999,-15.4400325559162,-16.387529950936,-14.8005093029722
"230594",-10.0981116717964,-10.1634399838563,-9.72756713369296,-11.5316500000657,-11.1976304717537,-10.4193370402645
"230596",-10.6775321197475,-10.5732229494461,-10.4108547725882,-10.994822497803,-10.6178564299782,-10.6724256045612
"18392",-13.3150034041234,-12.7279768994037,-12.3755095291704,-11.7109019383712,-12.4402077664851,-12.2984550751891
"319965",-9.89551787186411,-10.1984069084821,-9.99569356408851,-9.93932182130044,-9.81723313954257,-9.95527742132289
"230597",-11.0344641550868,-11.1343098766034,-11.0501477775887,-12.1785324432224,-11.9314963224685,-11.5444471454659
"70533",-12.1299676471062,-12.2064404599475,-12.2453664733979,-12.5327706607408,-12.2261375977004,-12.1292723586034
"66073",-11.4724961228762,-11.5991508920291,-11.2072587012914,-10.2204340625655,-10.1636563441056,-10.0968201934457
"100087",-11.3010816988526,-10.5635984051447,-10.546824308602,-11.0587752174793,-10.7051849632532,-11.0051627205147
"69908",-14.8076155140749,-15.6323619338088,-16.1519034099405,-16.3155771584662,-17.3522895044433,-14.1149150045695
"230598",-9.25754015493237,-9.40410241522664,-9.38961589415193,-8.84146310053149,-9.00567251255453,-9.094202335022
"791075",-15.1756972725908,-14.3703345865861,-15.5894683759781,-14.8645938237349,-15.5818535369976,-14.8988426048206
"100273",-9.54553486670435,-9.84301606447612,-9.83488350560344,-10.2038862839838,-9.84451501317347,-8.82736352947465
"108802",-15.764330464232,-15.5176562669301,-16.9861770868003,-12.8269463565875,-16.1176634794688,-14.666712889287
"13858",-9.82663770379255,-10.0400462919769,-10.2132317280657,-9.99650773747396,-9.83866582735353,-9.04500804987199
"230603",-12.4999961661526,-12.4466278775701,-12.7296148069562,-9.41057055608341,-10.3806765194487,-10.3538589874907
"29864",-9.07900964230373,-8.8891016492159,-9.12188336724608,-9.30684864058247,-9.01607013912979,-9.11438934102093
"12580",-12.6086903970778,-12.2715076947415,-12.4604898184473,-12.1711170007332,-13.28205964913,-12.7003919136104
"14084",-10.0968718822389,-10.0402575902838,-10.1683845983951,-9.57850705461067,-9.51431252106491,-9.79825139030791
"242620",-14.2905044233614,-14.2430131182299,-14.2004755941945,-14.8646619275868,-14.2187388655431,-14.8491285217349
"67621",-12.5692418003287,-12.7046455330111,-12.4619476243742,-12.375581468798,-11.2816017923317,-11.264377610838
"67946",-11.252011794929,-11.8313913981109,-11.2668980941781,-12.3055642592683,-12.2310121215464,-11.2649462471427
"230612",-16.4198583995471,-14.4403077199687,-15.5888200141496,-11.9234212132864,-11.5018023587967,-11.7695726303599
"639774",-12.5756756281538,-14.4004498673655,-11.4990184942301,-14.2359280881676,-14.1168831838561,-15.0677990035674
"328505",-14.0329016394095,-17.5009843437673,-11.9590610285219,-19.0267376293459,-17.3522895044433,-17.5886391858443
"329919",-16.1505393752547,-19.0267376293459,-16.3602279590447,-12.7190496040557,-19.0267376293459,-16.1895244943967
"433745",-12.8396526284776,-12.537657533203,-12.4651228491588,-12.8271394151985,-12.3190523733376,-12.1872634957087
"666048",-9.11064109374498,-9.73544181775747,-9.74022321449638,-13.7403494160501,-13.8868264402789,-13.4628784581308
"66588",-10.5578242783929,-10.5373622678009,-10.7249016784997,-9.27026585855678,-9.27781519699249,-9.84107983458564
"20460",-13.7186645322162,-12.3463197294947,-12.0375094954436,-10.9009034733802,-11.41325463279,-12.0916836410815
"21349",-14.3273193451325,-14.4040910972194,-12.827738138542,-15.6562605024107,-15.7308964141668,-14.7105801798806
"67182",-15.3717546865093,-15.518523494009,-15.8313326369614,-11.6923193342354,-11.6454984139945,-11.7641965179439
"631037",-14.1216594400392,-14.4762425458001,-13.7865620870576,-15.9325326171437,-16.386776282765,-15.0673484043734
"100040843",-14.0908025222024,-14.3703345865861,-14.509944389782,-15.6562605024107,-17.3526692457452,-16.6617986031353
"13120",-11.8481750761895,-11.6739281677141,-11.1284388490032,-14.3600839748599,-14.4124752715916,-12.8295721668764
"230648",-9.96491891646841,-9.88840424042262,-9.90473033685809,-10.091873243167,-10.6359230620702,-10.3134924903782
"230649",-13.7183284112892,-13.5516181163917,-13.6251900133005,-12.7714867303496,-13.188458256121,-13.2411097217228
"100465",-10.5094401455266,-10.9041407685859,-10.0744955633894,-10.3248013615627,-10.7338538585851,-10.6782519572235
"17346",-10.9622181120736,-11.085933546536,-11.1347892667581,-10.6094310364657,-10.7540075643136,-11.1301714732322
"14073",-15.6155172409638,-14.0783143860723,-14.0742077403093,-11.403636601655,-12.4231225599009,-11.2138950747541
"72181",-11.688568716966,-11.3230125659114,-11.1882410341529,-11.4788286169368,-11.8618258463804,-11.3743473855341
"66576",-9.35747415097176,-9.15178608806706,-9.32895520504423,-9.0059933806403,-8.98829181659198,-9.21712554766603
"230654",-10.0659631341473,-10.1191139725433,-9.75984911882082,-9.83748712288416,-9.82924027110063,-9.84181257254098
"19366",-13.4012424776237,-12.5987579561248,-12.0361201294866,-11.4139528750478,-12.2239274511998,-11.9367685786011
"68075",-13.2604162752864,-13.2420991698014,-13.47482008445,-12.42239829809,-12.9415972158912,-12.8725025456911
"68273",-9.34808558548682,-9.50698079007574,-9.97809661213082,-9.02830148691471,-9.76521804522574,-9.64596899773217
"66805",-15.3713682508572,-14.5981017271662,-13.9640066548587,-10.6801442825899,-12.9222966768117,-9.99525532595382
"433748",-12.9104811199856,-12.5893674319102,-12.5847956198973,-12.4709092201784,-12.1120260569169,-12.2586292870151
"18710",-9.74160425718603,-9.93654886737271,-9.67046832579233,-10.0607246219862,-10.0829129596622,-10.6545231952969
"17776",-9.49969505799463,-9.59908434507753,-9.40041477452677,-9.68145990993928,-9.75266053937217,-9.73912820186845
"16351",-12.2499435525802,-12.4118577039011,-12.1662621681657,-11.3404118390778,-11.7336101384574,-11.713619635873
"230657",-12.4510715154853,-12.8243804458935,-12.756650079078,-11.5198937574757,-12.3025376730998,-12.4610811211164
"77110",-10.5129639232939,-10.8589086947598,-10.3545377654704,-10.0193586764813,-9.95564815886503,-9.9764003439517
"622665",-12.7399966960985,-13.3092175282788,-13.2924421255253,-12.9164236767646,-12.509500103136,-12.6048479578228
"50927",-8.92171639346339,-8.61056532732997,-8.36412437048725,-10.0679697756952,-9.58272069404091,-9.23900356296087
"58810",-8.30657044037463,-8.28004934351515,-8.51456531470281,-8.20103978690287,-8.06422444420201,-8.0789565983026
"100502959",-12.4448641325852,-12.6904341680199,-12.4021729040302,-13.4628485728157,-13.2001507530379,-13.4489315178209
"18477",-8.14451066521335,-8.19280980559573,-8.21638236775905,-8.01864888400404,-7.97400435081361,-8.07110854901494
"67096",-12.1959682613353,-12.0102851081838,-12.0850797784769,-11.3796771308651,-11.6064910870527,-11.9471569009726
"68394",-11.2766731042815,-11.5477744501124,-11.2277521200304,-12.0011389902677,-11.7983972318066,-11.244307074585
"230661",-12.2514182469832,-12.634271752323,-12.3305694102295,-12.1277906806154,-12.7260118453895,-12.5486058830423
"68276",-11.7854949252726,-11.7499848864,-11.3420988651182,-11.2276756425627,-11.2155844401216,-10.8748264749067
"70603",-13.3010609236915,-13.2131627274485,-12.9719113520586,-13.3605368883446,-13.6058964953994,-13.1022695030373
"242642",-14.539047419896,-14.2430131182299,-13.8241168829577,-13.8528317779875,-14.3340487255859,-13.436042306479
"74464",-16.4196606202498,-15.1617231144714,-15.027733487148,-11.8294101548776,-11.9861602509595,-12.0134335169837
"22275",-10.4056099641461,-10.4628139985412,-10.6282971075058,-10.0270282576129,-10.0137210277394,-10.34980836731
"76608",-9.99719890232753,-10.4709653581185,-10.6706687271922,-10.0503942165043,-10.0788602120219,-10.6131572247608
"108067",-11.0401931108205,-11.0439976017149,-11.0711231427234,-10.693992720388,-11.1772166016226,-11.1943963711987
"19207",-12.8650110317126,-13.1487981491811,-10.8814659568577,-13.1626042845021,-15.0571031614869,-15.3487001031051
"78611",-12.0297424672261,-12.634001314198,-11.7574739938566,-11.86720989084,-12.0512032789779,-12.2371147795896
"242646",-14.6376692406057,-15.7604624760602,-14.3163191061757,-15.2623535872955,-16.386776282765,-15.5266747288639
"12795",-8.85998024562735,-9.19013917662542,-8.22361328330231,-8.57185114433954,-8.23818713316134,-8.21384236368763
"20116",-8.8000674243418,-8.30595938323549,-8.24994072167702,-8.38805483628802,-7.93271419491885,-7.97447317564088
"100217424",-16.1506378867156,-14.4053024945321,-15.1589795974398,-16.9444303752983,-15.2342182178457,-15.1981625004486
"100216533",-13.5296245756621,-13.0798073293814,-13.1723413200453,-14.235961124912,-13.8413798820999,-13.3221587266959
"73804",-13.9254664480763,-12.7898578055545,-12.4049389602032,-12.0458836000561,-12.6919863446867,-11.9805126755899
"381544",-12.7645635687917,-13.4912325079666,-13.4843794321452,-14.9804148655937,-15.5814825877291,-15.4337628231348
"68777",-11.7973081311409,-12.284536319756,-12.4335022792468,-12.0204925528373,-11.7484941637936,-12.4515680463171
"66743",-11.1012030123087,-11.0750360658174,-10.9645487751102,-10.804396820681,-11.0764254506336,-10.869010990833
"140546",-10.0242101561103,-9.98662555042953,-10.0849047909623,-10.5191790634275,-10.3837974458793,-10.4503784917385
"66233",-11.6614258040915,-11.8491691705741,-11.8236173757776,-11.7251542727943,-11.7399759467987,-11.5555404137725
"14664",-11.0617533384609,-11.3563180511669,-10.7764003795029,-11.4632681763697,-11.6882473577479,-12.22571476386
"381546",-13.1258396650666,-12.9403661357001,-12.8274039092835,-15.4399979712833,-15.7308964141668,-14.1629336414959
"53418",-10.7906774305798,-10.8258882625724,-10.9552005001274,-13.5470221567426,-14.1179024731606,-13.5788588662327
"114143",-9.65753093128458,-9.84542657480804,-9.79403214277381,-8.84838619511295,-8.99838841731253,-9.57449873263639
"67728",-12.7413225458182,-12.1262041620035,-11.8852357116066,-12.0931451576447,-12.1801915479691,-11.9670320049074
"230673",-9.71536905438789,-10.1952305186729,-10.3116767334575,-10.8787162759123,-11.064687612506,-10.9796761072551
"11876",-12.121434401406,-12.9623367075447,-12.2590065099476,-15.9325326171437,-15.2353181426156,-15.7423112207232
"20441",-10.9769478694101,-11.2415149721619,-10.9023256972706,-10.4079246472948,-11.064107975373,-11.1977669002431
"230674",-9.47619213763741,-9.81620751157854,-9.85526968194049,-10.1459898084317,-10.0140193048075,-10.0279175599123
"19268",-8.10503037834335,-8.52215868561961,-8.15693404543541,-7.99713440028506,-7.67615275502245,-7.66171651945885
"68180",-11.7189140276615,-11.7810600890648,-11.9017982873855,-12.7317810983395,-12.0812252201485,-11.9795998738338
"230676",-9.85773970601969,-10.1692312453166,-9.85436109898511,-10.0782605129607,-10.1476222521051,-9.96721943091247
"80509",-11.4519523951721,-11.2751579945448,-11.5614588627421,-10.6839094141583,-10.6389528464229,-10.8407433842267
"54325",-9.54272052395975,-9.58684529887504,-9.66632756068241,-7.64463585492126,-8.68974262194195,-9.60122926973103
"107995",-12.7645635687917,-11.5570403851848,-11.3009565028215,-10.5981969177913,-11.2348712152845,-11.3815739152901
"17480",-16.1506378867156,-15.3237233009979,-15.7030879374496,-13.607417787601,-15.0552838294629,-16.3982461149838
"21846",-11.3927100094835,-11.4289912946456,-10.5293615421259,-13.0320838729482,-13.1746050135296,-11.9727982092863
"66451",-16.7889626830672,-14.3719425143071,-14.5123722891015,-11.177155042861,-11.3620142132167,-11.5659703635723
"230678",-13.783340186661,-12.6724619499323,-13.1782875730637,-10.2928606962432,-10.6240506318479,-10.7310283079094
"69072",-10.1879266446112,-9.82473662243914,-9.82835113174009,-9.7303457179268,-9.84551747858763,-9.72416685454173
"258394",-17.3807815244799,-19.0267376293459,-19.0267376293459,-13.3130995102045,-16.7573567456076,-19.0267376293459
"100038571",-14.8074273513264,-15.7617730880699,-19.0267376293459,-10.1756085472834,-12.4151536119179,-16.3980102082649
"100470",-9.51103062656811,-10.9526553956581,-14.66837958345,-4.21922091401693,-7.28450652929008,-10.8368013707835
"20525",-8.86240870859274,-8.49338987062355,-7.92074829009078,-7.95793616657999,-7.95725838804968,-8.29400350860077
"195522",-12.9773040011321,-13.014576737509,-13.1792415983485,-12.2247581310534,-12.6030051018627,-12.6543582659131
"69216",-11.2744733297382,-11.1904131786322,-11.3483709041642,-12.0729452136164,-11.5886053966567,-11.666250058572
"230696",-12.4995107164752,-12.825252410812,-12.9655296380816,-11.9006021384879,-12.4708423940583,-12.6535243663254
"56401",-9.8203894993382,-9.83160178510238,-10.0617670319993,-11.2221082453942,-11.5190208028344,-12.6656753101477
"22608",-8.71162108291725,-8.29758882632925,-8.28632204564775,-8.67983244976338,-8.56461922295681,-8.52357418708142
"66101",-13.8750623222193,-13.6989039258903,-13.385379250201,-12.8857750465621,-12.9239197259533,-12.8528853707624
"73332",-14.8714107824623,-14.5550058909172,-13.8830591258675,-16.9444303752983,-16.387529950936,-16.1895244943967
"106564",-12.7087002149321,-12.7730211560273,-12.6257292244474,-11.7936871341672,-12.5759665861223,-12.2662861723869
"433752",-12.919657735273,-12.6231008195934,-12.5524987282118,-13.2456191766076,-13.9698710084428,-14.1633470150596
"230700",-9.75883504746468,-9.78193324422915,-9.7611461243665,-10.2104140189195,-9.90088429570973,-9.79395506429398
"16656",-10.9042152994292,-10.5239615533229,-10.9887567682838,-10.5757161606517,-10.192895508774,-10.2799173891638
"13615",-12.5747380368638,-12.6860104751738,-12.6288595618649,-13.3605975251814,-13.568294947984,-13.3128087634579
"329934",-13.1969391745614,-12.7449952850126,-12.3656375835183,-14.7607410709743,-13.64401223278,-13.5377360668241
"29871",-9.78007871912426,-10.2971625794266,-10.0827539407237,-12.0140296900929,-11.5364791621737,-10.6707600620429
"51797",-9.27544489959479,-8.88852615911363,-9.71445388740443,-10.5148826538002,-9.82399162845285,-10.3542938407887
"56222",-12.9869086409508,-12.5053315362308,-13.5533643259681,-9.99340102157897,-9.27467787917902,-11.4640127593234
"60613",-14.5389550600732,-14.2402355575144,-14.0271389572166,-14.5807624342008,-12.9337983862487,-14.4828128526736
"18046",-10.3750666728574,-10.286262068946,-10.5515009949098,-10.0577633309101,-10.2205624112998,-10.4923532056142
"242662",-16.7888633931063,-15.2385413865325,-15.3946414290224,-12.9010236339862,-13.4275385137968,-14.2399663452681
"73172",-12.7097500471116,-13.1191583024498,-12.9653071385449,-13.0859993043244,-12.4717700293109,-11.8823474483505
"381549",-12.7722118790468,-12.413582040708,-12.3751594211126,-12.7448692636536,-12.6313128435909,-13.0527776086592
"69780",-10.6506018905938,-10.1769854753922,-10.5610691500549,-10.1149560947777,-9.33751397370587,-10.1485784574702
"12840",-8.15000875847302,-7.99529905809488,-8.05701852505126,-13.6073239352983,-11.1942009132684,-10.4472138067194
"230709",-9.45992736427423,-9.5758848579459,-9.70477451803194,-9.26861396337088,-9.52293046477502,-9.64180279086908
"109263",-9.81768965688182,-9.67934949044698,-9.54429018776706,-9.9101228929973,-9.84310453465299,-9.59560665382566
"100862019",-16.4197595146634,-15.3220020326845,-16.6248409495884,-13.7402224869431,-12.6229930627931,-12.3005793058719
"666931",-19.0267376293459,-16.9236284724993,-19.0267376293459,-15.6562257815435,-14.3319696978469,-14.4148717200631
"19063",-9.01939733531823,-9.07356568237749,-9.22253944840748,-9.22394125589256,-9.29015173550741,-9.28048776087875
"12331",-7.58608215489314,-7.89941953319469,-8.35253670885957,-8.66238473283382,-8.34904278916284,-8.43678050827307
"76574",-8.93782882309324,-8.83233605751396,-9.42826223228907,-8.48897709652442,-9.96537152089591,-10.1393583703177
"16918",-12.0554413213772,-12.1117974375684,-12.0313625076772,-14.5016726602432,-13.0275681518158,-11.4336467105102
"66966",-12.1042749181907,-11.8027062194828,-11.783459478216,-10.9547529859575,-11.4265842869388,-11.102027751147
"12164",-15.1756014049342,-14.9560677834087,-15.4871570425994,-16.3156121538717,-17.3522895044433,-14.4813096155992
