"","Length","Symbol","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
"3197",6004,"Daam1",1916,1929,2423,2453,3200,3278,2311,2353,1926,1472,722,728
"3198",1374,"Gpr135",50,60,70,44,27,24,41,42,59,52,9,5
"3199",1705,"L3hypdh",437,420,514,489,314,321,208,208,149,170,30,26
"3200",1976,"Jkamp",460,354,374,360,410,474,383,323,296,296,196,166
"3201",2630,"Ccdc175",2,6,15,7,11,13,0,0,0,0,0,0
"3202",3710,"Rtn1",1464,1886,2576,2813,2880,3039,22,25,3,7,2,1
"3203",5247,"Lrrc9",89,32,21,18,19,18,0,1,0,1,0,0
"3204",4420,"Pcnx4",304,230,233,231,337,350,116,123,40,36,56,48
"3205",1304,"Dhrs7",411,424,449,524,450,457,319,279,808,835,527,572
"3206",2789,"Ppm1a",1415,1257,1618,1463,1412,1357,1076,1282,1566,1328,595,615
"3207",5572,"Six4",99,55,89,46,45,73,166,181,108,72,76,75
"3208",2505,"Mnat1",395,363,469,383,399,349,564,584,374,405,257,279
"3209",1669,"Trmt5",71,40,75,60,52,56,136,166,126,106,68,71
"3210",2959,"Slc38a6",82,78,111,137,154,163,238,290,281,367,272,327
"3211",3282,"Tmem30b",259,191,111,85,53,62,1888,2172,696,580,700,749
"3212",3301,"Prkch",321,495,269,199,124,132,986,1075,1604,1179,428,430
"3213",4761,"Hif1a",4950,6403,11504,9751,7991,6152,3849,5441,3404,3156,3183,3208
"3214",3947,"Gm20235",19,16,25,7,13,4,4,1,5,2,16,18
"3215",675,"S100a11-ps",8,10,6,4,8,11,6,2,2,0,1,1
"3216",2125,"Snapc1",216,258,247,197,237,208,211,234,163,164,67,76
"3217",2358,"Rhoj",905,1167,2221,2455,3129,2860,420,559,74,51,52,53
"3218",4810,"Ppp2r5e",2339,2311,2444,2328,2599,2435,1467,1636,1331,1226,628,607
"3219",2981,"Wdr89",11,15,27,12,10,7,28,19,2,10,9,3
"3220",3324,"Sgpp1",1405,1354,1845,1459,1078,1141,814,775,874,749,760,787
"3221",21718,"Syne2",4684,4557,2155,2771,5498,4262,1699,1517,535,532,280,295
"3222",3324,"Mthfd1",2372,1658,1822,1370,1302,1163,1380,1249,893,481,852,761
"3223",6685,"Akap5",61,34,26,25,50,40,6,7,2,1,0,4
"3224",1777,"Zbtb25",121,136,99,111,82,94,79,88,49,50,39,40
"3225",3987,"Zbtb1",2863,2837,1668,1374,1398,1341,859,963,619,473,245,228
"3226",984,"4930426I24Rik",4,2,5,6,9,12,5,11,2,0,1,3
"3227",2683,"Hspa2",7908,5728,2596,2256,3392,3621,945,889,194,178,102,111
"3228",1453,"Ppp1r36",43,59,18,11,14,11,60,93,19,31,9,9
"3229",4955,"Plekhg3",1135,898,982,887,484,530,3808,4432,1504,1308,569,688
"3230",540,"AI463170",2,0,4,1,0,1,45,38,59,63,14,20
"3231",10394,"Sptb",201,139,144,109,76,60,972,1139,922,862,894,1027
"3232",641,"Churc1",273,287,326,367,387,297,613,586,521,540,311,319
"3233",1067,"Gpx2",10,7,6,6,3,4,13,11,11,19,23,19
"3234",3126,"Rab15",1225,1611,2120,2341,2194,1984,6254,6348,6268,6107,3436,2821
"3235",2560,"Fntb",483,381,499,457,386,368,673,708,581,498,331,335
"3236",2005,"Max",1251,1450,1521,1323,987,1018,1409,1482,1328,1157,437,428
"3237",3982,"Fut8",564,630,491,623,790,827,498,480,472,372,656,667
"3238",3402,"Gphn",738,665,1005,1028,672,653,1260,1293,1719,1798,1219,1332
"3239",1778,"Garin2",3,4,5,6,6,5,3,4,14,27,4,2
"3240",5515,"Pals1",2728,3054,4311,3844,4337,3425,2920,3338,2791,2571,1049,893
"3241",1410,"Atp6v1d",552,552,753,756,742,693,1299,1411,1491,1636,1192,1207
"3242",3152,"Eif2s1",1639,1638,2012,1588,994,803,1970,1889,1672,1346,925,1028
"3243",1551,"Plek2",669,632,734,502,406,374,286,292,152,80,120,118
"3244",3961,"Tmem229b",584,576,1703,1675,968,920,247,300,242,171,117,127
"3245",6439,"Plekhh1",441,537,399,269,66,45,1030,973,254,222,67,81
"3246",2353,"Pigh",110,95,130,173,144,166,187,182,77,54,59,42
"3247",1417,"Arg2",264,234,161,91,72,81,1607,1229,719,784,560,451
"3248",1281,"Vti1b",707,550,532,521,656,557,1056,1089,849,742,487,532
"3249",1574,"Rdh11",920,859,1551,1262,1331,1108,509,520,420,385,739,600
"3250",1674,"Rdh12",68,60,50,62,76,78,8,13,3,1,0,1
"3251",9368,"Zfyve26",587,533,273,262,370,430,571,580,343,326,328,229
"3252",2837,"Rad51b",44,47,44,53,19,15,61,91,37,24,24,14
"3253",2984,"Zfp36l1",54754,41104,48376,47680,54205,55935,7805,8128,6824,7012,2849,3645
"3254",4845,"2310015A10Rik",248,232,181,210,280,301,186,216,95,104,37,51
"3255",3739,"Actn1",18902,16992,23456,22958,18811,16212,4385,4219,2607,2528,648,612
"3256",5707,"Dcaf5",1448,1090,1014,944,1040,1138,971,1048,816,723,390,473
"3257",3323,"Exd2",595,617,387,368,466,509,559,540,370,411,175,170
"3258",3920,"Galnt16",1192,1308,234,227,79,59,14,33,9,14,1,1
"3259",812,"Erh",953,882,860,772,418,335,1290,1216,1110,927,360,357
"3260",5230,"Slc39a9",1132,978,863,801,808,860,1937,1939,1478,1237,1250,1194
"3261",3527,"Plekhd1",5,14,2,5,3,0,130,114,6,15,90,137
"3262",5065,"Susd6",6110,6920,5247,4758,3254,2682,5388,5594,3530,2952,2163,2139
"3263",1653,"Srsf5",10307,9013,7817,6641,6080,7331,8236,9545,7053,6202,2906,3299
"3264",3496,"Smoc1",37,41,47,27,43,50,398,516,318,191,5,13
"3265",2496,"Gm4787",5,7,7,4,10,13,11,8,13,6,6,17
"3266",2330,"Adam4",12,14,14,15,8,15,9,12,12,12,8,11
"3267",1997,"Cox16",247,266,253,308,227,203,386,356,380,367,358,326
"3268",10398,"Synj2bp",1038,842,1045,1033,1203,1087,709,709,575,528,504,470
"3269",1004,"Med6",312,226,229,189,196,254,397,347,275,229,128,98
"3270",2042,"Ttc9",28,20,22,16,3,1,178,232,336,374,12,14
"3271",11896,"Map3k9",165,133,163,120,77,85,607,677,855,878,251,243
"3272",12139,"Pcnx1",2744,2642,2298,2187,2723,2450,2486,2590,1581,1502,1202,1155
"3273",7701,"Sipa1l1",673,577,692,596,793,607,873,888,158,139,64,35
"3274",2626,"Rgs6",6,10,10,5,11,2,1,1,0,0,1,0
"3275",1298,"Dpf3",1,0,3,7,4,7,4,7,20,30,52,53
"3276",2182,"Dcaf4",432,421,388,339,440,479,555,626,1080,1007,784,760
"3277",3869,"Zfyve1",907,927,684,659,1024,1109,804,973,860,1079,364,320
"3278",4244,"Rbm25",3549,2900,3250,2826,2537,2314,3811,4006,3942,3618,1821,1974
"3279",3023,"Psen1",1702,1683,1627,1372,1337,1178,1885,2108,2253,2078,1140,1068
"3280",4375,"Papln",3317,4639,925,1389,1072,1175,3714,3762,271,248,45,41
"3281",1962,"Numb",1077,1199,725,709,739,738,1064,1249,790,834,466,547
"3282",2346,"Riox1",476,441,490,457,199,168,328,325,306,280,203,211
"3283",2200,"Acot2",496,500,742,551,162,236,1327,1422,4025,4958,441,399
"3284",1559,"Acot1",961,851,1272,953,185,255,2259,2587,7855,9689,535,414
"3285",2325,"Acot4",10,16,36,27,7,8,42,56,127,103,40,46
"3286",2594,"Acot3",5,6,7,4,2,3,9,7,45,38,16,22
"3287",1518,"Acot5",2,18,28,21,7,6,32,55,114,90,44,23
"3288",1822,"Acot6",33,31,70,72,53,55,104,122,238,172,375,351
"3289",5765,"Dnal1",458,383,395,489,669,700,280,252,124,90,122,99
"3290",2359,"Pnma1",32,25,43,38,40,40,12,21,15,16,12,22
"3291",7373,"Mideas",3653,4087,3857,3572,2514,2237,2661,2578,3033,2950,4381,3982
"3292",3290,"Ptgr2",629,613,773,844,700,628,967,954,592,532,476,506
"3293",5236,"Zfp410",785,799,650,540,427,470,1019,1093,1068,813,697,686
"3294",3357,"Fam161b",102,52,61,67,70,72,73,59,17,17,21,26
"3295",1602,"Coq6",411,302,398,328,241,245,432,426,338,255,231,234
"3296",4990,"Entpd5",473,464,450,388,233,212,420,456,677,553,436,430
"3297",2190,"Bbof1",22,8,13,10,9,2,17,15,9,6,9,10
"3298",1379,"Rnf113a2",132,129,178,161,98,98,220,250,171,147,82,83
"3299",3346,"Aldh6a1",576,788,800,742,799,862,598,646,925,918,943,995
"3300",2144,"Lin52",179,142,132,102,121,122,185,131,110,85,125,97
"3301",2527,"Abcd4",267,220,189,228,240,298,259,267,280,321,311,384
"3302",3262,"Npc2",1802,1921,1583,1370,1414,1371,2629,2563,5299,5180,5414,5175
"3303",868,"Isca2",264,266,296,290,273,226,360,318,381,316,339,369
"3304",6603,"Ltbp2",49618,22006,3819,5106,2855,2704,1904,1625,512,343,40,43
"3305",3954,"D030025P21Rik",53,33,43,42,3,7,16,23,7,7,1,0
"3306",5434,"Arel1",692,557,638,694,716,708,962,1045,943,839,850,892
"3307",716,"Fcf1",220,197,164,185,163,137,297,318,258,235,87,116
"3308",7034,"Ylpm1",1812,1795,1803,1568,1662,1612,1533,1621,1044,907,637,687
"3309",2682,"Prox2",13,9,11,6,18,9,11,12,2,3,3,3
"3310",2767,"Dlst",2724,2328,3778,3349,2667,2504,2598,2913,2983,2488,1201,1360
"3311",2534,"Rps6kl1",19,24,18,14,11,13,58,61,17,22,3,7
"3312",1569,"Pgf",1478,863,2028,1890,1467,1599,86,78,13,13,7,7
"3313",1573,"Eif2b2",484,390,406,342,254,265,847,842,718,610,349,355
"3314",5428,"Mlh3",194,171,204,223,299,290,179,174,106,106,87,101
"3315",648,"Acyp1",112,148,192,214,244,245,147,133,149,130,63,70
"3316",4482,"Zc2hc1c",49,42,40,22,47,49,57,72,18,20,13,16
"3317",5386,"Nek9",2765,2193,2286,2364,3243,3246,2149,2291,1707,1519,1173,1050
"3318",3526,"Tmed10",1382,1271,1277,1236,1228,1127,2133,1937,1538,1344,1165,1213
"3319",2093,"Fos",167388,96721,60784,57270,85813,141558,111836,105357,25936,30790,28167,44051
"3320",1881,"Jdp2",1699,1644,1972,1814,1633,1380,2258,1955,3592,3407,1113,669
"3321",904,"Batf",106,96,30,44,31,24,191,212,20,25,53,22
"3322",3435,"Flvcr2",71,78,113,82,39,37,135,124,81,92,203,183
"3323",1185,"Erg28",402,342,330,286,265,281,647,625,398,306,356,350
"3324",4841,"Ttll5",655,516,371,353,410,352,634,669,473,383,304,320
"3325",3385,"Tgfb3",3097,2566,3343,4421,3453,3491,3762,3727,2550,3187,1183,972
"3326",809,"Ift43",726,606,848,866,858,699,1231,1233,440,511,159,151
"3327",3919,"Gpatch2l",669,661,725,639,797,799,482,591,298,267,124,172
"3328",4621,"Esrrb",9,7,5,3,2,4,446,635,119,143,334,266
"3329",6189,"Vash1",707,610,1169,739,787,737,110,126,172,181,130,115
"3330",3850,"Angel1",195,167,154,111,78,102,228,195,339,378,197,296
"3331",4112,"Irf2bpl",3580,3110,6352,5867,2907,2768,4353,5320,3787,3742,873,876
"3332",4409,"Cipc",690,607,868,838,822,749,572,560,470,505,363,477
"3333",1616,"Ngb",21,13,11,6,8,9,5,10,5,6,4,3
"3334",5059,"Pomt2",613,449,413,386,316,316,372,359,351,251,177,197
"3335",2108,"Gstz1",605,609,557,600,462,431,703,738,630,533,360,394
"3336",7179,"Tmed8",605,553,868,908,946,845,383,280,153,139,101,100
"3337",2066,"Samd15",13,10,9,7,9,8,3,6,0,0,0,0
"3338",1412,"Noxred1",27,26,22,14,32,20,8,5,4,7,2,0
"3339",2701,"Vipas39",449,408,375,341,332,435,628,636,352,356,253,220
"3340",1320,"Ahsa1",2487,2220,2815,2495,1920,1858,1816,1630,1507,1153,860,870
"3341",1425,"Ism2",47,61,84,106,18,28,4,5,0,2,0,0
"3342",3754,"Sptlc2",1725,2512,2492,2512,1678,1424,2066,2201,1758,1961,815,895
"3343",1949,"Alkbh1",488,471,639,517,194,169,509,500,358,320,179,213
"3344",1170,"Nrp",4,4,17,15,4,2,4,5,6,9,2,4
"3345",419,"Slirp",288,261,272,262,251,189,445,413,309,261,178,185
"3346",2257,"Snw1",1443,1271,1380,1142,1071,1011,1585,1614,1448,1351,809,710
"3347",998,"Eif1ad6",20,25,26,24,20,10,19,15,15,14,7,6
"3348",689,"Ubl5b",20,23,21,30,21,12,35,38,24,28,24,16
"3349",930,"Gm21559",15,18,15,17,5,10,17,16,4,12,15,3
"3350",222,"Ubl5c",27,17,32,24,31,18,46,51,40,40,29,27
"3351",4341,"Gm1995",23,8,7,14,4,8,20,21,12,10,6,8
"3352",930,"Gm8587",47,41,46,38,23,29,49,41,51,25,28,19
"3353",2287,"Adck1",361,329,310,312,273,350,341,340,365,304,237,254
"3354",2283,"3200001D21Rik",12,5,13,3,7,7,9,8,7,7,2,6
"3355",9782,"Nrxn3",3,1,0,0,1,1,202,382,0,0,4,1
"3356",5815,"Dio2",81,162,99,84,42,40,7,18,34,129,153,83
"3357",4807,"Cep128",275,229,151,174,166,128,238,233,112,94,154,127
"3358",5806,"Gtf2a1",485,372,297,241,253,282,256,231,94,97,80,82
"3359",9896,"Ston2",3673,4252,4814,4407,4838,4110,500,669,257,249,175,178
"3360",6300,"Sel1l",1380,1283,1106,1119,1279,1258,2202,2212,1426,1192,1140,1254
"3361",7099,"Flrt2",48,47,20,10,14,16,11,13,3,4,0,2
"3362",3704,"Galc",288,306,317,252,236,243,286,303,393,367,235,266
"3363",2025,"Spata7",119,82,74,74,84,136,114,92,53,37,16,23
"3364",5738,"Ptpn21",1299,1139,1123,1015,1233,1122,956,1036,1291,1465,444,412
"3365",4184,"Zc3h14",1568,1345,1681,1557,1282,1140,1278,1312,1139,1089,695,640
"3366",10136,"Eml5",266,215,122,129,74,71,1115,1000,523,409,169,182
"3367",2308,"Ttc8",386,356,369,439,427,410,340,377,134,90,52,38
"3368",2611,"Foxn3",1036,1088,804,910,999,873,439,464,373,467,111,107
"3369",2069,"Efcab11",8,13,9,12,1,1,18,20,7,15,15,10
"3370",2058,"Tdp1",347,279,316,255,189,180,382,389,278,196,115,126
"3371",1502,"Psmc1",1295,1033,1161,1078,905,788,1549,1674,1612,1499,866,883
"3372",3708,"Nrde2",265,196,106,102,125,203,284,242,282,251,227,205
"3373",1982,"Gm10433",1,4,3,4,2,0,5,4,12,13,14,11
"3374",4001,"Calm1",11560,9360,9100,7198,9558,8336,5820,5943,5516,5062,3771,3993
"3375",4791,"Gm10432",1,0,7,5,18,15,0,0,0,0,0,1
"3376",3442,"Ttc7b",1341,1130,1713,1686,2718,2490,37,55,486,689,866,789
"3377",4406,"Rps6ka5",235,318,385,316,230,252,314,335,319,233,98,91
"3378",408,"Gm2614",3110,3546,3064,2779,1796,1621,4929,5169,3731,3448,1423,1367
"3379",3229,"Dglucy",31,49,7,19,15,22,122,111,36,38,79,64
"3380",6292,"Ccdc88c",152,175,96,61,49,42,997,1077,857,642,462,458
"3381",4594,"Ppp4r3a",2811,2693,2453,1942,1675,1499,3105,3072,2538,2279,1047,1076
"3382",3100,"D130020L05Rik",20,19,28,34,19,23,20,40,14,15,11,15
"3383",2584,"Tc2n",23,41,27,22,42,33,196,298,283,322,1808,1878
"3384",5829,"Fbln5",546,823,379,597,323,339,79,158,31,31,45,41
"3385",6448,"Trip11",1256,1123,1300,1237,1253,1140,1175,1164,1158,1036,977,1046
"3386",2370,"Gm20036",23,21,23,29,26,25,13,12,6,6,6,8
"3387",5404,"Atxn3",560,505,557,524,619,587,526,594,469,410,262,245
"3388",5315,"Cpsf2",927,924,914,724,674,550,925,1027,756,570,352,387
"3389",2092,"Slc24a4",1,0,18,13,4,5,0,0,1,2,0,0
"3390",4007,"Rin3",422,333,460,283,384,486,449,429,377,424,61,47
"3391",1874,"Lgmn",688,906,479,473,280,310,869,915,320,312,414,389
"3392",2902,"Golga5",986,864,877,820,908,912,810,736,835,763,750,774
"3393",2856,"Itpk1",545,521,951,757,693,713,775,827,606,561,447,506
"3394",3728,"Moap1",19,22,40,42,21,24,3,6,2,3,2,0
"3395",1205,"Lyset",682,771,829,810,691,586,546,476,502,430,203,185
"3396",1162,"Gon7",205,175,240,224,169,124,115,110,140,106,95,93
"3397",3247,"Ubr7",594,579,496,487,426,429,513,553,324,226,238,233
"3398",4306,"Btbd7",1866,1801,2106,1885,1935,1781,1261,1520,1076,1025,330,322
"3399",8870,"Unc79",167,247,168,239,401,387,0,1,1,4,0,0
"3400",2690,"Asb2",596,615,1486,1378,2549,2696,0,5,3,3,3,3
"3401",3715,"Otub2",127,128,135,97,120,108,84,96,62,43,42,77
"3402",3157,"Ddx24",2598,2472,2533,1845,1485,1435,2254,2336,1643,1396,826,843
"3403",1053,"Ifi27",1816,1848,2589,2669,3200,2692,1333,1625,1300,1443,995,877
"3404",463,"Ifi27l2a",17,28,24,17,47,31,9,14,3,3,7,5
"3405",3683,"Ppp4r4",60,65,51,45,49,45,31,25,7,12,6,7
"3406",1425,"Serpina1b",45,48,25,21,25,23,5,9,3,3,2,2
"3407",2290,"Serpina3f",907,963,847,1195,816,409,39,54,15,19,11,7
"3408",1949,"Serpina3g",766,797,687,897,670,402,52,41,12,9,18,8
"3409",2051,"Serpina3h",8643,8281,5989,9722,5282,3299,184,172,64,134,52,34
"3410",2193,"Serpina3i",2228,2190,1616,2507,1392,833,38,39,9,37,9,16
"3411",1659,"Serpina3m",625,828,977,1347,1230,892,32,23,1,4,8,8
"3412",2085,"Serpina3n",12708,17585,21532,29001,27320,19895,432,598,121,154,140,145
"3413",9851,"Dicer1",1642,1479,1399,1280,1266,1407,1746,1700,968,908,627,709
"3414",717,"6230426M11Rik",13,10,12,16,10,12,18,17,15,15,10,12
"3415",11962,"Clmn",2333,2648,1826,1823,2013,1978,3981,3782,1938,2094,466,505
"3416",5532,"Syne3",246,300,90,91,133,128,342,341,190,185,192,211
"3417",529,"Snhg10",16,9,15,8,10,13,12,22,7,8,4,2
"3418",5786,"D430019H16Rik",13,10,4,2,9,9,0,1,1,0,0,0
"3419",1680,"Bdkrb2",77,114,62,46,17,10,6,19,3,0,0,1
"3420",10173,"Atg2b",1590,1363,1328,1045,1029,1026,1201,1301,1983,1622,975,967
"3421",2787,"Gskip",255,323,301,327,424,374,266,292,141,109,64,84
"3422",3093,"Ak7",5,8,40,20,9,5,14,22,13,2,8,18
"3423",4509,"Papola",3789,3584,4480,4104,3604,3060,2804,3205,2883,2453,2088,2131
"3424",3796,"Vrk1",400,361,386,321,241,211,531,525,426,324,272,260
"3425",7923,"Bcl11b",399,327,124,113,48,54,16,7,6,2,1,3
"3426",2725,"Setd3",1264,1201,1158,1011,1264,1122,1270,1376,1158,1116,833,860
"3427",2632,"Ccnk",981,860,792,746,617,657,824,948,985,851,527,464
"3428",1547,"Ccdc85c",200,115,143,92,87,112,154,150,160,99,184,147
"3429",2605,"Hhipl1",33,29,12,5,0,2,1,0,3,1,0,1
"3430",2118,"Cyp46a1",159,161,242,218,69,79,21,21,52,58,20,17
"3431",4201,"Eml1",1156,922,1385,1406,1601,1462,25,34,62,43,10,19
"3432",1549,"Gm16596",12,15,7,8,8,9,2,0,0,0,1,0
"3433",2698,"Evl",1171,1089,1238,986,532,550,368,451,881,684,229,222
"3434",3574,"Degs2",189,176,180,105,73,39,62,107,101,101,30,30
"3435",2324,"Yy1",2726,2588,2678,2279,1721,1670,1963,2019,2235,2065,857,800
"3436",1964,"Slc25a29",190,141,83,51,80,95,188,167,108,54,161,255
"3437",1580,"Slc25a47",97,63,63,54,45,42,33,39,34,24,15,14
"3438",2883,"Wars1",1242,954,1158,955,817,711,1436,1461,990,656,522,552
"3439",2657,"Wdr25",80,91,82,87,72,72,114,109,59,46,25,36
"3440",2712,"Begain",989,937,942,725,486,653,10,17,5,10,0,2
"3441",4811,"Dlk1",62,102,124,108,16,14,7,4,3,2,0,0
"3442",12906,"Meg3",466,475,253,317,401,376,19,43,14,15,11,14
"3443",3584,"Rian",161,197,115,138,192,169,13,13,8,6,8,8
"3444",1300,"Mirg",7,6,16,7,11,10,1,7,0,0,0,1
"3445",1621,"3110009F21Rik",0,0,1,0,0,1,0,2,3,1,68,141
"3446",1868,"Dio3",14,11,6,2,0,1,0,0,0,0,0,0
"3447",385,"Gm6988",1549,1839,1461,1305,817,667,2054,1792,1459,1424,720,699
"3448",5591,"Ppp2r5c",2468,2571,2371,2230,2328,2208,2771,3065,1849,1707,979,962
"3449",1306,"B930059L03Rik",10,14,12,9,5,13,9,17,6,12,10,6
"3450",14398,"Dync1h1",13093,11186,9094,8968,10006,9143,9716,9905,7036,6415,3253,3638
"3451",954,"1700001K19Rik",30,28,26,30,26,9,8,9,5,7,0,0
"3452",2850,"Hsp90aa1",21468,19689,15091,13094,13329,11260,11322,12268,7089,7066,4587,4092
"3453",2427,"Wdr20",337,227,335,258,227,233,290,323,340,314,250,277
"3454",1693,"Mok",33,29,20,12,21,35,43,62,13,24,6,12
"3455",3725,"Zfp839",173,122,125,133,109,137,206,223,172,173,153,131
"3456",398,"Mpc1-ps",319,249,396,329,347,359,368,402,880,860,1734,1634
"3457",2179,"Cinp",438,401,445,373,287,286,421,421,534,359,355,375
"3458",7830,"Tecpr2",583,401,385,289,336,333,428,440,396,414,318,346
"3459",2558,"Ankrd9",398,393,411,376,393,364,241,273,193,159,81,72
"3460",2725,"Rcor1",1955,1711,1933,1585,1599,1414,967,1159,1047,1059,650,723
"3461",6975,"Traf3",2040,1233,1512,1035,936,789,1384,1373,1269,891,586,637
"3462",1685,"Amn",11,19,28,20,7,10,7,16,17,14,1,5
"3463",6718,"Cdc42bpb",3838,3316,3181,3040,4168,3999,3286,4070,2752,2611,1095,1162
"3464",657,"Lbhd2",71,55,277,115,173,190,11,9,1,1,0,0
"3465",2923,"Exoc3l4",212,228,506,308,235,337,438,389,83,44,6,8
"3466",3570,"Tnfaip2",271,281,264,296,88,101,5522,5166,1799,2081,588,436
"3467",1215,"Gm266",20,23,18,5,1,0,422,428,131,53,0,3
"3468",3966,"Eif5",17078,16489,17973,15309,12275,10494,14703,14596,13240,11531,4700,5055
"3469",122,"Snora28",177,108,165,102,92,111,131,175,181,198,85,77
"3470",1954,"2810029C07Rik",51,57,69,48,39,39,123,169,87,96,12,15
"3471",3388,"Mark3",2080,2042,2962,2523,2740,2370,2494,2987,2972,2744,731,752
"3472",1478,"Ckb",1230,1291,9905,10303,9116,8975,53,45,53,65,19,14
"3473",2433,"Trmt61a",467,332,518,397,129,106,461,435,352,239,185,210
"3474",2138,"Bag5",887,947,839,890,528,501,720,689,426,385,190,180
"3475",1242,"Coa8",443,379,722,814,698,699,524,441,458,375,197,216
"3476",3067,"Klc1",1127,1010,1320,1344,1601,1472,853,940,646,571,353,383
"3477",2422,"Xrcc3",87,113,97,81,62,50,141,154,107,85,80,88
"3478",1310,"Zfyve21",184,106,166,173,196,181,141,206,154,130,153,164
"3479",4333,"Ppp1r13b",803,839,976,898,735,696,905,1172,1106,1160,965,1079
"3480",365,"Atp5mj",773,755,1239,1015,733,563,1447,1383,1472,1476,1119,1173
"3481",2732,"Aspg",3,7,1,5,4,2,62,81,74,84,128,102
"3482",6918,"Kif26a",75,130,46,43,33,34,63,82,21,21,28,27
"3483",4601,"Inf2",2840,2864,2009,1624,1228,1345,1583,1754,365,288,125,92
"3484",1791,"Adss1",178,252,214,200,88,97,250,292,110,96,59,63
"3485",782,"Siva1",462,392,418,368,323,283,430,353,210,112,103,104
"3486",2690,"Akt1",5459,4714,5851,5124,4379,4016,4719,5134,5899,5234,6536,7684
"3487",3478,"Zbtb42",321,211,170,198,341,324,894,941,607,646,240,222
"3488",6640,"Cep170b",6177,5943,6209,5648,5206,4934,6368,7407,6024,5308,2104,2068
"3489",1978,"Pld4",7,9,15,9,9,10,0,2,4,2,4,2
"3490",3572,"Ahnak2",58,47,37,25,48,33,44,81,2,0,0,1
"3491",1915,"Clba1",374,327,577,542,635,475,188,237,230,218,46,72
"3492",2420,"Cdca4",1102,1222,1318,1151,897,722,1541,1659,1540,1340,398,315
"3493",2439,"Gpr132",8,11,11,10,10,3,4,2,1,2,0,1
"3494",4054,"Jag2",7261,5393,7167,5956,6009,6452,77,120,74,57,27,32
"3495",793,"Nudt14",309,295,448,454,443,402,405,391,328,247,170,144
"3496",2755,"Brf1",1184,1065,1040,983,895,915,1295,1382,1423,1238,729,823
"3497",2098,"Btbd6",222,144,182,147,165,184,167,202,136,156,60,62
"3498",5480,"Pacs2",883,664,762,447,644,580,978,1121,1020,876,654,704
"3499",2775,"Mta1",1714,1450,1489,1246,1203,1230,1479,1731,1030,887,388,373
"3500",1439,"Crip2",4961,3740,2784,2775,3150,3042,7554,6969,4334,4151,611,649
"3501",447,"Crip1",1070,989,285,321,347,444,3909,3612,249,277,46,64
"3502",3355,"Tedc1",230,193,100,74,30,42,336,341,336,213,282,233
"3503",1601,"Tmem121",19,11,9,9,5,16,5,10,2,3,0,0
"3504",2068,"Zfp386",174,131,139,157,158,177,329,315,306,294,163,143
"3505",3725,"Dync2i1",626,496,420,406,350,376,848,762,648,614,222,195
"3506",5541,"Esyt2",5467,4809,5966,5525,5564,5007,3548,4344,4179,4624,1322,1244
"3507",2892,"D430020J02Rik",156,163,255,208,202,185,133,168,230,172,150,159
"3508",6604,"Ncapg2",759,740,569,473,230,179,727,732,609,370,684,579
"3509",273,"Gm6750",75,66,80,72,37,38,76,74,60,48,33,38
"3510",3987,"Rapgef5",423,450,188,169,171,158,437,457,1569,1778,3261,3433
"3511",2611,"Cdca7l",948,756,668,614,194,219,864,806,442,332,161,138
"3512",14072,"Dnah11",37,18,4,13,17,20,96,99,34,36,2,13
"3513",5770,"Sp4",1292,1085,1215,866,927,792,347,387,157,106,47,40
"3514",3096,"Itgb8",772,647,343,412,494,658,496,332,168,129,28,21
"3515",3818,"Macc1",383,290,247,225,222,240,618,720,880,1050,148,146
"3516",585,"2810429I04Rik",23,12,14,18,5,11,8,4,4,3,0,2
"3517",2681,"Gdi2",4253,3983,4667,4236,4219,3653,5802,6029,6368,5544,4458,4546
"3518",8338,"Tasor2",1706,1565,1859,1428,1105,926,1470,1371,1112,1095,1108,1014
"3519",2366,"Asb13",457,357,440,432,373,339,654,537,722,695,566,677
"3520",1426,"Calml3",203,162,234,265,57,150,6,11,281,156,5,2
"3521",3738,"Net1",2010,1625,2473,2159,1935,2153,379,436,509,431,1266,1190
"3522",2445,"Akr1c14",42,59,16,18,13,18,12,15,14,11,53,43
"3523",1232,"Akr1c13",5,3,6,3,6,3,74,60,13,13,3,3
"3524",1043,"Marcksl1-ps4",12,10,12,17,11,7,2,8,5,5,0,2
"3525",1231,"Akr1c12",0,1,2,3,2,1,34,18,2,5,2,0
"3526",1713,"Akr1e1",153,149,222,228,216,207,187,170,174,171,91,109
"3527",593,"1700016G22Rik",14,28,23,15,37,28,14,27,12,9,6,13
"3528",4217,"Klf6",22442,20750,26240,24058,39069,40983,45658,53082,45791,46626,28244,28341
"3529",3543,"Pitrm1",2376,2563,2036,1732,1524,1410,1862,2065,1475,1312,605,597
"3530",3986,"Pfkp",4212,3870,4925,5201,5389,4918,1115,1091,664,554,161,167
"3531",333,"Gm10029",208,318,227,205,126,118,369,371,284,252,131,125
"3532",5456,"Adarb2",0,0,0,0,0,0,18,23,2,0,0,0
"3533",7990,"Wdr37",541,641,597,538,561,493,594,666,707,678,333,335
"3534",2867,"Idi1",200,152,204,142,576,391,169,185,175,105,261,255
"3535",2579,"Gtpbp4",2095,2082,2522,2080,1038,883,2168,2179,2028,1829,549,606
