"","Length","Symbol","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
"18658",894,"Vmn1r4",0,2,0,0,0,0,0,0,0,0,0,0
"18659",948,"Vmn1r5",0,0,0,0,0,0,0,0,0,0,0,0
"18660",912,"Vmn1r6",0,0,0,0,0,0,0,0,0,0,0,0
"18661",936,"Vmn1r7",0,0,0,0,0,0,0,0,0,0,0,0
"18662",1213,"Vmn1r8",0,0,0,0,0,0,0,0,0,0,0,0
"18663",1051,"Vmn1r9",0,0,0,0,0,0,0,0,0,0,0,0
"18664",936,"Vmn1r10",0,0,0,0,0,0,0,0,0,0,0,0
"18665",900,"Vmn1r11",0,0,0,0,0,0,0,0,0,0,0,0
"18666",924,"Vmn1r12",0,0,0,0,0,0,0,0,0,0,0,0
"18667",903,"Vmn1r13",0,0,0,0,0,0,0,0,0,0,0,0
"18668",912,"Vmn1r14",0,0,0,0,0,0,0,0,0,0,0,0
"18669",900,"Vmn1r15",0,0,0,0,0,0,0,0,0,0,0,0
"18670",912,"Vmn1r16",0,0,0,0,0,0,0,0,0,0,0,0
"18671",912,"Vmn1r17",0,0,0,0,0,0,0,0,0,0,0,0
"18672",900,"Vmn1r18",0,0,0,0,0,0,0,0,0,0,0,0
"18673",927,"Vmn1r19",0,0,0,0,0,0,0,0,0,0,0,0
"18674",912,"Vmn1r20",0,0,0,0,0,0,0,0,0,0,0,0
"18675",5560,"Ppm1k",181,116,105,78,144,204,91,82,6,11,96,102
"18676",5279,"Herc6",233,211,241,191,270,182,228,212,158,117,135,105
"18677",5410,"Pyurf",351,338,536,551,469,414,323,272,207,209,204,202
"18678",3657,"Lancl2",268,202,207,183,191,180,375,350,261,215,158,169
"18679",2886,"Vopp1",885,603,794,811,857,791,1173,1322,1296,1386,1660,1880
"18680",894,"Vmn1r21",0,0,0,0,0,0,0,0,0,0,0,0
"18681",909,"Vmn1r22",0,0,0,0,0,0,0,0,0,0,0,0
"18682",909,"Vmn1r23",0,0,0,0,0,0,0,0,0,0,0,0
"18683",891,"Vmn1r24",0,0,0,0,0,0,0,0,0,0,0,0
"18684",909,"Vmn1r25",0,0,0,0,0,0,0,0,0,0,0,0
"18685",1020,"Vmn1r26",0,0,0,0,0,0,0,0,0,0,0,0
"18686",912,"Vmn1r27",0,0,0,0,0,0,0,0,0,0,0,0
"18687",909,"Vmn1r28",0,0,0,0,0,0,0,0,0,0,0,0
"18688",912,"Vmn1r29",0,0,0,0,0,0,0,0,0,0,0,0
"18689",909,"Vmn1r30",0,0,0,0,0,0,0,0,0,0,0,0
"18690",912,"Vmn1r31",0,0,0,0,0,0,0,0,0,0,0,0
"18691",2491,"Abcg2",674,842,643,606,364,331,450,537,4177,5277,8839,7671
"18692",4731,"Herc3",262,214,210,237,157,191,378,421,476,434,503,586
"18693",1894,"Nap1l5",7,18,22,30,9,11,2,2,2,1,3,1
"18694",4293,"Fam13a",233,285,245,251,299,307,212,348,798,1442,4085,3130
"18695",3007,"Tigd2",223,304,479,394,376,308,202,297,384,349,169,162
"18696",3100,"Gprin3",281,349,72,97,239,261,2,3,22,27,25,13
"18697",2527,"Gm5570",0,0,0,0,0,0,0,0,0,0,0,0
"18698",1448,"A530053G22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18699",1463,"Snca",2,5,2,1,0,1,0,1,1,0,0,0
"18700",4636,"Mmrn1",23,15,0,2,6,4,19,9,0,0,11,35
"18701",1661,"A730020E08Rik",0,1,0,0,0,0,2,2,3,2,1,1
"18702",5654,"Ccser1",16,16,18,11,3,9,126,132,196,239,28,35
"18703",3024,"Grid2",1,0,0,0,0,0,4,5,0,0,0,0
"18704",2098,"Atoh1",1,2,2,1,0,0,0,0,0,0,0,0
"18705",5098,"Smarcad1",647,582,547,447,534,510,661,590,418,326,275,340
"18706",3298,"Hpgds",4,18,8,7,0,4,1,0,1,0,0,0
"18707",2953,"Qrfprl",1,0,0,0,0,0,0,0,0,0,0,0
"18708",3769,"Tnip3",1,3,6,7,0,0,32,164,59,46,23,15
"18709",4684,"Ndnf",16,14,5,7,6,3,1,1,1,0,0,1
"18710",2182,"Prdm5",295,239,159,139,202,185,12,14,3,0,0,1
"18711",1444,"4930544G11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18712",1725,"Mad2l1",275,288,266,216,85,89,356,388,270,136,315,257
"18713",2442,"Vmn1r32",1,0,0,0,0,0,2,8,0,1,2,1
"18714",918,"Vmn1r33",0,0,0,0,0,0,0,0,0,0,0,0
"18715",930,"Vmn1r34",0,0,0,0,0,0,0,0,0,0,0,0
"18716",891,"Vmn1r35",0,0,0,0,0,0,0,1,0,0,0,0
"18717",918,"Vmn1r36",0,0,0,0,0,0,0,1,0,0,0,0
"18718",909,"Vmn1r37",0,0,0,0,0,0,0,0,0,0,0,0
"18719",909,"Vmn1r38",0,0,0,0,0,0,0,3,0,0,0,0
"18720",918,"Vmn1r39",0,0,0,0,0,0,0,3,0,0,0,0
"18721",498,"Gm9794",14012,15907,12985,11252,7077,6461,23507,24509,17945,16389,5806,5851
"18722",1634,"4930597O21Rik",22,17,30,31,22,24,16,25,14,4,5,4
"18723",4363,"Gng12",3563,3698,5107,4532,3670,3156,3776,6073,2712,2374,1068,893
"18724",1224,"Gadd45a",1173,1478,1982,2244,1948,1449,2401,3052,1454,1180,244,190
"18725",1762,"E230016M11Rik",12,24,35,31,29,31,25,25,32,23,5,3
"18726",2041,"A430010J10Rik",0,0,0,0,3,0,0,3,1,1,0,0
"18727",6685,"Serbp1",9321,8584,10986,9176,6177,5595,9645,9491,8586,6358,3793,3795
"18728",2947,"Il12rb2",46,34,27,18,23,20,6,13,1,3,4,2
"18729",2488,"Il23r",2,4,0,2,7,9,0,1,1,1,0,0
"18730",1764,"Tacstd2",352,311,174,199,348,290,5185,5667,694,1130,41,50
"18731",362,"Igkv2-137",0,0,0,0,0,1,1,1,0,0,0,0
"18732",466,"4930515G16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18733",362,"Igkv1-135",0,0,0,0,0,0,0,0,0,0,0,0
"18734",362,"Igkv1-133",0,0,0,0,0,0,0,0,0,0,0,0
"18735",362,"Igkv1-132",0,0,0,0,0,0,0,0,0,0,0,0
"18736",362,"Igkv1-131",0,0,0,0,0,0,0,0,0,0,0,0
"18737",453,"Igkv14-130",0,0,0,0,0,0,0,0,0,0,0,0
"18738",353,"Igkv9-129",0,0,0,0,0,0,0,0,0,0,0,0
"18739",344,"Igkv17-127",0,0,0,0,0,0,0,0,0,0,0,0
"18740",353,"Igkv11-125",0,0,0,0,0,0,0,0,0,0,0,0
"18741",351,"Igkv9-124",0,0,0,0,0,0,0,0,0,0,0,0
"18742",351,"Igkv9-123",0,0,0,0,0,0,0,0,0,0,0,0
"18743",359,"Igkv1-122",0,0,0,0,0,0,0,0,0,0,0,0
"18744",353,"Igkv17-121",0,0,0,0,0,0,0,0,0,0,0,0
"18745",348,"Igkv9-120",0,0,0,0,0,0,0,0,0,0,0,0
"18746",357,"Igkv1-117",0,0,0,0,0,0,0,0,0,0,0,0
"18747",360,"Igkv2-112",0,0,0,0,0,0,0,0,0,0,0,0
"18748",353,"Igkv14-111",1,0,1,1,0,0,19,58,4,14,17,35
"18749",357,"Igkv1-110",0,0,0,0,0,0,0,0,0,0,0,0
"18750",362,"Igkv2-109",0,0,0,0,0,0,0,0,0,0,0,0
"18751",348,"Igkv16-104",0,0,0,0,0,0,0,0,0,0,0,0
"18752",347,"Igkv15-103",0,0,0,0,0,0,0,0,0,0,0,0
"18753",211,"Igkv20-101-2",0,0,0,0,0,0,0,0,0,0,0,0
"18754",353,"Igkv14-100",0,0,0,0,0,0,0,0,0,0,0,0
"18755",362,"Igkv1-99",0,0,0,0,0,0,0,0,0,0,0,0
"18756",347,"Igkv12-98",0,0,0,0,0,0,0,0,0,0,0,0
"18757",345,"Igkv10-96",0,0,0,0,0,0,0,0,0,0,0,0
"18758",347,"Igkv10-95",0,0,0,0,0,0,0,0,0,0,0,0
"18759",347,"Igkv10-94",0,0,0,0,0,0,0,0,0,0,0,0
"18760",347,"Igkv19-93",0,0,0,0,0,0,0,0,0,0,0,0
"18761",351,"Igkv4-92",0,0,0,0,0,0,0,0,0,0,0,0
"18762",358,"Igkv4-91",0,0,0,0,0,0,0,0,0,0,0,0
"18763",351,"Igkv4-90",0,0,0,0,0,0,0,0,0,0,0,0
"18764",338,"Igkv12-89",0,0,0,0,0,0,0,0,0,0,0,0
"18765",362,"Igkv1-88",0,0,0,0,0,0,0,0,0,0,0,0
"18766",343,"Igkv4-86",0,0,0,0,0,0,0,0,0,0,0,0
"18767",347,"Igkv13-85",0,0,0,0,0,0,0,0,0,0,0,0
"18768",347,"Igkv13-84",0,0,0,0,0,0,0,0,0,0,0,0
"18769",358,"Igkv4-81",0,0,0,0,0,0,0,0,0,0,0,0
"18770",348,"Igkv4-80",0,0,0,0,0,0,0,0,0,0,0,0
"18771",358,"Igkv4-79",0,0,0,0,0,0,0,0,0,0,0,0
"18772",358,"Igkv4-78",0,0,0,0,0,0,0,0,0,0,0,0
"18773",358,"Igkv4-74",0,0,0,0,0,0,0,0,0,0,0,0
"18774",358,"Igkv4-73",0,0,0,0,0,0,0,0,0,0,0,0
"18775",352,"Igkv4-72",0,0,0,0,0,0,0,0,0,0,0,0
"18776",232,"Igkv13-71-1",0,0,0,0,0,0,0,0,0,0,0,0
"18777",352,"Igkv4-71",0,0,0,0,0,0,0,0,0,0,0,0
"18778",438,"Igkv4-70",0,0,0,0,0,0,0,0,0,0,0,0
"18779",348,"Igkv4-69",0,0,0,0,0,0,0,0,0,0,0,0
"18780",352,"Igkv4-68",0,0,0,0,0,0,0,0,0,0,0,0
"18781",238,"Rprl1",0,0,0,0,0,0,0,0,0,0,0,0
"18782",352,"Igkv4-63",0,0,0,0,0,0,0,0,0,0,0,0
"18783",352,"Igkv4-62",0,0,0,0,0,0,0,0,0,0,0,0
"18784",352,"Igkv4-61",0,0,0,0,0,0,0,0,0,0,0,0
"18785",352,"Igkv4-59",0,0,0,0,0,0,0,0,0,0,0,0
"18786",264,"Igkv4-60",0,0,0,0,0,0,0,0,0,0,0,0
"18787",330,"Igkv4-58",0,0,0,0,0,0,0,0,0,0,0,0
"18788",332,"Igkv4-57-1",0,0,0,0,0,0,0,0,0,0,0,0
"18789",352,"Igkv4-57",0,0,0,0,0,0,0,0,0,0,0,0
"18790",352,"Igkv4-55",0,0,0,0,0,0,0,0,0,0,0,0
"18791",352,"Igkv4-54",0,0,0,0,0,0,0,0,0,0,0,0
"18792",358,"Igkv4-53",0,0,0,0,0,0,0,0,0,0,0,0
"18793",358,"Igkv4-51",0,0,0,0,0,0,0,0,0,0,0,0
"18794",352,"Igkv4-50",0,0,0,0,0,0,0,0,0,0,0,0
"18795",347,"Igkv5-48",0,0,0,0,0,0,0,0,0,0,0,0
"18796",347,"Igkv12-46",1,0,0,0,0,0,0,0,0,0,0,0
"18797",347,"Igkv5-45",0,0,0,0,0,0,0,0,0,0,0,0
"18798",347,"Igkv12-44",0,0,0,0,0,0,0,0,0,0,0,0
"18799",347,"Igkv5-43",0,0,0,0,0,0,0,1,0,0,0,0
"18800",347,"Igkv12-41",0,0,0,0,0,0,0,0,0,0,0,0
"18801",347,"Igkv5-39",0,0,0,0,0,0,0,0,0,0,0,0
"18802",347,"Igkv12-38",0,0,0,0,0,0,0,0,0,0,0,0
"18803",347,"Igkv5-37",0,0,0,0,0,0,0,0,0,0,0,0
"18804",347,"Igkv18-36",0,0,0,0,0,0,0,0,0,0,0,0
"18805",362,"Igkv1-35",0,0,0,0,0,0,0,0,0,0,0,0
"18806",365,"Igkv8-34",0,0,0,0,0,0,0,0,0,0,0,0
"18807",365,"Igkv7-33",0,0,0,0,0,0,0,0,0,0,0,0
"18808",347,"Igkv6-32",0,0,0,0,0,0,0,0,0,0,0,0
"18809",365,"Igkv8-30",0,0,0,0,0,0,0,0,0,0,0,0
"18810",347,"Igkv6-29",0,1,0,0,0,0,0,0,0,0,0,0
"18811",365,"Igkv8-28",0,0,0,0,0,0,0,0,0,0,0,0
"18812",360,"Igkv8-27",0,0,0,0,0,0,0,0,0,0,0,0
"18813",371,"Igkv8-26",0,0,0,0,0,0,0,0,0,0,0,0
"18814",347,"Igkv6-25",0,0,0,0,0,0,0,0,0,0,0,0
"18815",365,"Igkv8-24",0,0,0,0,0,0,0,0,0,0,0,0
"18816",284,"Igkv8-23-1",0,0,0,0,0,0,0,0,0,0,0,0
"18817",347,"Igkv6-23",0,0,0,0,0,0,0,0,0,0,0,0
"18818",362,"Igkv8-21",0,0,0,0,0,0,0,0,0,0,0,0
"18819",347,"Igkv6-20",0,0,0,0,0,0,0,0,0,0,0,0
"18820",365,"Igkv8-19",0,0,0,0,0,0,0,0,0,0,0,0
"18821",370,"Igkv8-18",0,0,0,0,0,0,0,0,0,0,0,0
"18822",347,"Igkv6-17",0,0,0,0,0,0,0,0,0,0,0,0
"18823",365,"Igkv8-16",0,0,0,0,0,0,0,0,0,0,0,0
"18824",347,"Igkv6-15",0,0,0,0,0,0,0,0,0,0,0,0
"18825",347,"Igkv6-14",0,0,0,0,0,0,0,0,0,0,0,0
"18826",357,"Igkv6-13",0,0,0,0,0,0,0,0,0,0,0,0
"18827",359,"Igkv3-12",0,0,0,0,0,0,0,0,0,0,0,0
"18828",359,"Igkv3-10",0,0,0,0,0,0,0,0,0,0,0,0
"18829",359,"Igkv3-9",0,0,0,0,0,0,0,0,0,0,0,0
"18830",359,"Igkv3-7",0,0,0,0,0,0,0,0,0,0,0,0
"18831",359,"Igkv3-5",0,0,0,0,0,0,0,0,0,0,0,0
"18832",359,"Igkv3-4",0,0,0,0,0,0,0,0,0,0,0,0
"18833",359,"Igkv3-3",0,0,0,0,0,0,0,0,0,0,0,0
"18834",359,"Igkv3-2",0,0,0,0,0,0,0,0,0,0,0,0
"18835",359,"Igkv3-1",0,0,0,0,0,0,0,0,0,0,0,0
"18836",38,"Igkj1",0,0,3,0,0,0,0,0,0,0,0,0
"18837",39,"Igkj2",0,0,1,0,0,1,0,0,0,0,0,0
"18838",38,"Igkj3",0,0,0,0,0,0,0,0,0,0,0,0
"18839",38,"Igkj4",0,0,0,0,0,0,0,0,0,0,0,0
"18840",38,"Igkj5",11,8,25,14,0,1,0,0,0,0,0,0
"18841",320,"Igkc",18,35,129,63,2,0,0,1,0,1,0,0
"18842",1772,"Rpia",875,760,783,583,447,392,1203,1175,899,956,425,464
"18843",4496,"Eif2ak3",443,300,285,139,108,139,1297,1240,2240,1611,1039,930
"18844",807,"Spmip9",0,0,0,0,0,0,0,0,0,0,0,0
"18845",1206,"Foxi3",7,5,2,0,0,0,0,2,0,0,0,2
"18846",413,"Rpl34-ps1",7656,9191,7593,6999,4956,4653,11660,11257,8138,7549,3461,3228
"18847",1850,"Thnsl2",119,138,87,131,134,154,211,263,73,102,57,83
"18848",492,"Fabp1",0,0,0,0,0,0,0,0,0,0,0,0
"18849",3361,"Smyd1",0,0,5,1,4,4,1,2,2,2,1,0
"18850",1749,"Krcc1",583,605,762,878,876,879,921,956,779,983,526,564
"18851",2868,"Gm1070",3,1,4,8,2,2,2,2,0,1,0,0
"18852",1416,"Cd8b1",0,0,0,0,0,0,0,0,0,0,0,0
"18853",3130,"Cd8a",0,0,1,1,1,0,0,0,0,0,0,1
"18854",6165,"Rmnd5a",3045,2798,2918,2501,3221,3085,2588,3306,1863,1773,718,627
"18855",3264,"Rnf103",1275,1076,863,694,701,737,1363,1325,868,725,210,145
"18856",2592,"Chmp3",1372,1175,1380,1324,1647,1619,2528,2391,2072,1940,1036,958
"18857",4923,"Kdm3a",3533,3330,3468,2511,2125,1870,2371,2357,1542,1455,399,295
"18858",3804,"Reep1",288,279,609,398,296,277,10,10,5,4,1,2
"18859",3695,"Mrpl35",290,206,243,278,233,226,369,359,354,298,220,210
"18860",2761,"Immt",2014,1551,1970,1736,1557,1361,2055,2196,2663,2058,1712,1777
"18861",2595,"Ptcd3",685,607,753,571,393,384,803,770,709,552,562,558
"18862",6109,"Polr1a",1613,1107,1423,937,471,453,1281,1182,1319,1001,591,699
"18863",2631,"9130221F21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18864",2448,"St3gal5",132,137,221,145,171,164,117,114,89,40,28,30
"18865",1670,"4933431G14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18866",2355,"Atoh8",339,210,251,213,267,267,8,8,6,5,1,2
"18867",1876,"Sftpb",3,1,0,0,1,1,0,0,0,0,0,0
"18868",2237,"Usp39",803,770,760,569,340,345,875,870,813,590,362,342
"18869",4636,"0610030E20Rik",228,239,286,223,195,202,518,528,425,378,263,294
"18870",1510,"Tmem150a",554,412,399,342,239,267,258,237,298,257,80,96
"18871",1383,"Rnf181",503,368,484,496,581,571,1060,1032,1270,824,813,820
"18872",1648,"Vamp5",133,130,81,59,102,111,192,128,55,29,20,26
"18873",786,"Vamp8",1161,1082,1178,1192,1228,1205,2374,2248,3467,3152,1169,1039
"18874",2899,"Ggcx",458,382,383,321,325,367,267,270,405,380,677,771
"18875",2804,"Mat2a",15420,16224,13828,12852,9183,7515,9848,10704,4976,4171,1913,2311
"18876",1933,"Particl",143,120,170,208,111,124,57,82,38,37,29,27
"18877",1278,"Sh2d6",0,1,0,0,0,0,6,9,2,4,6,10
"18878",1249,"Capg",976,951,306,403,356,382,2650,2818,1367,1708,899,835
"18879",2235,"Elmod3",357,399,341,304,276,325,238,265,263,262,122,135
"18880",1937,"Retsat",479,479,813,911,475,405,547,536,1478,1825,782,698
"18881",5025,"Tgoln1",6948,6656,5495,4647,4674,4372,8378,8913,9181,9040,5861,5542
"18882",2784,"Tcf7l1",1537,1338,2238,2160,2768,2767,397,490,987,1160,459,433
"18883",1529,"Gm15401",8,5,13,10,5,9,2,2,2,1,2,0
"18884",3251,"Kcmf1",2897,2746,3576,3158,2718,2204,2710,2789,3187,3114,1756,1762
"18885",943,"Tmsb10",1209,1239,1659,1940,1427,1127,828,804,743,866,147,143
"18886",3513,"Gm20560",12,11,110,156,118,112,0,0,0,1,0,0
"18887",12652,"Dnah6",22,32,88,189,66,55,21,58,11,31,2,2
"18888",1392,"Suclg1",1088,853,1585,1626,1184,1016,1516,1591,2236,1984,1465,1394
"18889",1095,"Jkampl",0,0,0,0,0,0,0,0,0,0,0,0
"18890",495,"Gm4374",220,209,226,226,191,171,310,273,251,250,135,149
"18891",4130,"Ctnna2",0,0,0,0,1,0,0,1,1,2,1,0
"18892",2521,"Lrrtm1",91,40,45,22,5,5,0,0,0,0,0,0
"18893",2219,"6330415B21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18894",1236,"Gm5576",716,631,564,491,349,337,793,835,666,570,273,267
"18895",759,"Reg3b",1,2,0,0,0,0,8,30,0,0,0,0
"18896",782,"Reg3d",0,0,0,0,0,0,0,0,0,0,0,0
"18897",837,"Reg3a",0,0,0,0,0,0,0,0,0,0,0,0
"18898",692,"Reg2",0,0,0,0,0,0,0,0,0,0,0,0
"18899",769,"Reg1",0,0,0,0,0,1,0,0,0,0,0,0
"18900",774,"Reg3g",1,0,0,0,1,0,216,209,0,0,1,1
"18901",2088,"Gm20362",0,0,0,0,0,0,0,0,0,0,0,0
"18902",334,"Mtrnr2l7",1,2,2,1,0,0,0,1,0,0,3,0
"18903",3693,"Lrrtm4",0,0,0,0,0,0,0,0,0,0,0,0
"18904",1756,"Gm20371",0,0,0,0,0,0,0,0,0,0,0,0
"18905",78,"Mir468",0,0,0,0,0,0,0,0,0,0,0,0
"18906",787,"1700009C05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"18907",3375,"Gcfc2",74,53,49,27,30,45,103,87,61,33,61,79
"18908",5016,"Mrpl19",265,184,294,213,197,192,511,502,458,366,315,291
"18909",1535,"Gm20383",0,0,0,0,0,0,0,0,0,1,0,0
"18910",1768,"Eva1a",176,155,251,206,206,188,7,12,1,1,2,1
"18911",5026,"Tacr1",8,29,5,5,2,6,18,14,8,6,18,14
"18912",1694,"Pole4",1252,1056,1262,1071,808,695,850,848,691,521,565,616
"18913",5513,"Hk2",1758,1865,3099,2803,1688,1295,1529,1569,1656,1460,2253,2364
"18914",1831,"2310069B03Rik",1,0,1,1,0,0,3,11,0,1,1,0
"18915",5014,"Sema4f",2,3,1,2,3,0,14,35,1,1,0,0
"18916",2051,"M1ap",35,56,165,153,62,36,4,10,4,10,6,7
"18917",1807,"Dok1",518,430,854,815,369,324,292,276,369,294,218,204
"18918",4049,"Loxl3",1173,1197,1702,1712,900,967,42,35,33,36,19,16
"18919",1725,"Htra2",647,503,702,613,394,376,471,443,464,421,381,369
"18920",1511,"Aup1",1669,1637,2134,1887,1462,1383,2599,2638,3512,3242,2611,2710
"18921",3158,"Dqx1",42,57,106,78,67,38,185,160,79,65,53,51
"18922",1434,"Tlx2",1,2,0,0,0,0,0,0,0,0,0,0
"18923",874,"Pcgf1",62,46,49,48,34,41,64,59,16,15,22,23
"18924",817,"Lbx2",4,8,2,3,6,0,2,3,2,1,1,0
"18925",77,"Mir3470a",0,0,0,0,0,0,0,0,0,0,0,0
"18926",3129,"Ccdc142",114,87,68,39,44,54,125,134,38,32,63,87
"18927",620,"Mrpl53",211,152,237,238,197,197,341,358,417,319,447,470
"18928",2770,"Mogs",617,588,436,337,197,215,1548,1613,1255,1004,1082,1231
"18929",1321,"Wbp1",527,525,502,533,448,496,725,624,453,468,425,355
"18930",1038,"Ino80b",244,189,139,130,111,127,289,300,196,176,100,100
"18931",3358,"Rtkn",1628,1745,1945,1708,1588,1578,1905,2333,1968,1822,363,367
"18932",1267,"Wdr54",63,56,47,50,54,70,15,11,4,10,6,10
"18933",2050,"1700003E16Rik",24,53,16,12,32,26,19,19,24,14,33,23
"18934",4508,"Dctn1",2827,2452,2952,2897,3211,3378,2457,2806,2100,1992,1238,1221
"18935",5124,"Slc4a5",3,2,7,3,6,0,8,11,23,21,35,45
"18936",2070,"Mthfd2",828,822,875,477,199,172,361,516,306,113,133,85
"18937",1562,"Mob1a",1517,1314,1761,1699,1828,1557,1598,1563,964,793,404,390
"18938",530,"Bola3",223,162,261,221,170,149,209,228,151,140,148,141
"18939",10907,"Tet3",2068,1824,1871,1633,1923,1634,1836,2522,2154,2192,1127,1084
"18940",1689,"B230319C09Rik",1,0,2,1,1,0,0,10,3,2,1,0
"18941",1110,"Dguok",324,300,306,307,307,294,337,277,110,88,57,61
"18942",1315,"Actg2",3304,2583,15454,18352,15493,13750,4,12,30,33,16,10
"18943",2157,"Stambp",262,148,212,181,285,328,285,272,192,163,129,113
"18944",3734,"Gm21284",4,7,13,8,11,8,1,4,1,1,1,0
"18945",2400,"Clec4f",0,0,0,0,0,0,0,0,0,0,0,0
"18946",1530,"Cd207",0,2,4,6,0,4,2,0,1,1,0,0
"18947",2118,"Vax2os",0,0,0,0,0,0,0,0,0,0,0,0
"18948",1233,"Vax2",0,1,0,0,0,0,0,0,0,0,0,0
"18949",1927,"Atp6v1b1",229,327,50,31,0,1,6357,9900,697,550,49,53
"18950",349,"1700124L16Rik",2,0,2,1,3,1,4,5,5,0,2,0
"18951",1737,"Ankrd53",5,4,4,3,2,2,6,14,3,2,0,0
"18952",1454,"Tex261",406,338,382,275,264,221,690,655,744,544,705,624
"18953",795,"Gm53176",2,0,0,1,0,0,0,1,0,0,0,0
"18954",1422,"Nagk",353,309,445,545,502,480,307,340,239,279,240,273
"18955",3325,"Paip2b",2471,2276,2160,1481,1670,1412,2082,2313,3036,2238,1849,1633
"18956",6470,"Zfp638",1284,1097,1083,984,1286,1296,1385,1460,903,895,614,688
"18957",7056,"Dysf",761,732,1421,1550,2615,2464,128,187,20,20,23,21
"18958",762,"Gm10445",0,0,0,0,0,0,0,0,0,0,0,0
"18959",4849,"Cyp26b1",292,223,55,44,45,50,31,37,11,15,3,1
"18960",5440,"Exoc6b",1488,1324,1473,1419,1318,1227,934,1029,704,821,315,398
"18961",986,"Npm3-ps1",965,875,1109,836,460,410,1100,1215,952,748,209,225
"18962",4643,"Gm5878",0,1,1,2,2,1,0,1,0,1,0,0
"18963",1226,"Spr",436,312,497,485,502,488,519,532,436,345,214,210
"18964",1173,"Emx1",2,0,2,0,0,0,1,1,0,0,0,0
"18965",3654,"Sfxn5",64,61,97,78,61,59,252,234,249,150,143,155
"18966",6124,"Rab11fip5",2482,2161,2955,3171,3096,3049,1281,1626,3230,3750,1376,1271
"18967",82,"Mir705",0,0,0,0,0,0,0,0,0,0,0,0
"18968",1602,"Noto",0,0,0,0,0,1,0,0,0,0,0,0
"18969",2493,"Smyd5",716,489,612,344,221,238,941,1182,1705,1054,777,1025
"18970",1296,"Pradc1",94,88,103,98,108,79,253,303,586,340,842,809
"18971",2452,"Cct7",6681,5923,6447,5245,3718,3222,6823,6850,4574,3321,2949,3003
"18972",6562,"Fbxo41",2,10,6,4,4,14,5,10,0,1,1,0
"18973",2100,"Egr4",936,1073,776,712,528,1021,40,57,11,10,2,2
"18974",9984,"Alms1",491,495,327,316,327,370,480,524,424,292,365,372
"18975",686,"Nat8f7",4,4,17,40,26,38,2,3,47,65,84,107
"18976",1966,"Nat8f3",3,1,17,23,25,25,1,6,18,33,66,62
"18977",1170,"Alms1-ps2",2,6,2,2,1,2,3,3,4,5,0,4
"18978",1380,"Nat8f6",0,0,3,2,3,7,0,1,5,4,11,14
"18979",986,"Nat8f5",5,16,95,82,75,67,4,11,7,10,5,10
"18980",932,"Nat8",34,50,180,267,221,271,17,18,32,29,58,46
"18981",483,"Ptges3-ps",1670,1651,1639,1414,1287,995,1797,1796,1389,1205,521,476
"18982",3280,"Nat8f2",20,29,61,100,108,100,72,113,119,162,80,105
"18983",3278,"Nat8f4",25,20,34,39,67,59,165,138,69,67,71,57
"18984",1011,"Nat8f1",35,46,192,217,269,246,56,43,22,24,40,37
"18985",2241,"Tprkb",528,498,1453,1414,1139,1034,436,396,305,281,202,228
"18986",6435,"Dusp11",4381,3823,4414,3932,4931,4982,3894,4076,3291,3102,1138,1129
"18987",705,"Gm19265",50,41,64,39,47,63,10,14,9,14,8,6
"18988",759,"Figla",0,0,0,0,1,0,0,0,0,0,0,0
"18989",3119,"Add2",0,0,1,2,2,0,0,1,0,0,0,2
"18990",4229,"Tgfa",2212,3014,1934,1834,1230,823,544,847,238,236,64,56
"18991",1606,"Fam136a",156,213,199,156,177,159,334,350,310,243,290,357
"18992",393,"Snrpg",552,539,407,410,268,275,690,590,413,348,134,142
"18993",4291,"Pcyox1",2681,2357,2149,1943,1980,2027,2268,2134,1917,1798,1578,1626
"18994",4483,"Tia1",787,667,742,646,620,678,918,896,577,538,343,351
"18995",3123,"C87436",310,258,206,240,256,282,237,248,176,113,101,95
"18996",775,"2310040G24Rik",3,3,5,2,5,2,31,23,17,24,15,11
"18997",1678,"Pcbp1",4939,4479,4842,4147,2872,2758,6321,6769,6475,5145,3052,3011
"18998",681,"1600020E01Rik",282,334,248,259,143,192,282,355,131,144,58,49
"18999",1537,"Asprv1",120,96,31,25,21,22,70,69,82,85,6,8
"19000",4662,"Mxd1",2142,1396,795,477,615,768,1459,1949,983,1287,1985,1746
"19001",836,"Snrnp27",409,278,387,409,431,420,429,430,339,253,221,228
"19002",2944,"Gmcl1",510,440,430,300,403,392,422,440,331,277,274,266
"19003",2003,"Anxa4",2299,1832,1969,1855,1869,1658,4264,3761,2257,2001,765,732
"19004",1034,"2610306M01Rik",43,27,25,39,40,46,39,43,21,34,21,19
"19005",19345,"Aak1",1794,1486,1404,1394,1470,1357,1426,1362,1424,1429,871,815
